sequence_file_id,run_library_assignment_id,sequencing_run_id,library_preparation_id,seq_sample_id,current_seq_sample_id,correct_seq_sample_id,suggested_correct_seq_sample_id,suggested_equals_correct,already_correct,forward_fq,reverse_fq,corrected_forward_fq,corrected_reverse_fq,note
SF__RLA__seq230315_PF2CP__LP__DX__R-140722-s-23I__8C__2022-11-29__2.0__8C__224.0__2022-12-13__R-140722-s-23I,RLA__seq230315_PF2CP__LP__DX__R-140722-s-23I__8C__2022-11-29__2.0__8C__224.0__2022-12-13,seq230315_PF2CP,LP__DX__R-140722-s-23I__8C__2022-11-29__2.0__8C__224.0__2022-12-13,R-140722-s-23I,,,R-140722-s-23I,False,False,,,,,
SF__RLA__seq230315_PF2CP__LP__DX__R-140722-s-24I__9A__2022-11-29__2.0__9A__201.0__2022-12-13__R-140722-s-24I,RLA__seq230315_PF2CP__LP__DX__R-140722-s-24I__9A__2022-11-29__2.0__9A__201.0__2022-12-13,seq230315_PF2CP,LP__DX__R-140722-s-24I__9A__2022-11-29__2.0__9A__201.0__2022-12-13,R-140722-s-24I,,,R-140722-s-24I,False,False,,,,,
SF__RLA__seq230315_PF2CP__LP__DX__R-140722-s-10I__8G__2022-10-27__1.0__8G__176.0__2022-12-12__R-140722-s-10I,RLA__seq230315_PF2CP__LP__DX__R-140722-s-10I__8G__2022-10-27__1.0__8G__176.0__2022-12-12,seq230315_PF2CP,LP__DX__R-140722-s-10I__8G__2022-10-27__1.0__8G__176.0__2022-12-12,R-140722-s-10I,,,R-140722-s-10I,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-140722-s-8I__7B__2022-10-31__1.0__7B__115.0__2022-12-12__R-140722-s-8I,RLA__seq230315_PF2CP__LP__DX__R-140722-s-8I__7B__2022-10-31__1.0__7B__115.0__2022-12-12,seq230315_PF2CP,LP__DX__R-140722-s-8I__7B__2022-10-31__1.0__7B__115.0__2022-12-12,R-140722-s-8I,,,R-140722-s-8I,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-140722-s-7I__6C__2022-10-27__1.0__6C__114.0__2022-12-12__R-140722-s-7I,RLA__seq230315_PF2CP__LP__DX__R-140722-s-7I__6C__2022-10-27__1.0__6C__114.0__2022-12-12,seq230315_PF2CP,LP__DX__R-140722-s-7I__6C__2022-10-27__1.0__6C__114.0__2022-12-12,R-140722-s-7I,,,R-140722-s-7I,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-6H__5D__2022-10-31__1.0__5D__137.0__2022-12-12__R-07072-s-6H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-6H__5D__2022-10-31__1.0__5D__137.0__2022-12-12,seq230315_PF2CP,LP__DX__R-070722-s-6H__5D__2022-10-31__1.0__5D__137.0__2022-12-12,R-07072-s-6H,,,R-07072-s-6H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-7H__6B__2022-10-27__1.0__6B__126.0__2022-12-12__R-07072-s-7H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-7H__6B__2022-10-27__1.0__6B__126.0__2022-12-12,seq230315_PF2CP,LP__DX__R-070722-s-7H__6B__2022-10-27__1.0__6B__126.0__2022-12-12,R-07072-s-7H,,,R-07072-s-7H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-8H__2022-10-31__1.0__186.0__2022-12-12__R-07072-s-8H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-8H__2022-10-31__1.0__186.0__2022-12-12,seq230315_PF2CP,LP__DX__R-070722-s-8H__2022-10-31__1.0__186.0__2022-12-12,R-07072-s-8H,,,R-07072-s-8H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-9H__7H__2022-11-21__1.0__7H__187.0__2022-12-12__R-07072-s-9H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-9H__7H__2022-11-21__1.0__7H__187.0__2022-12-12,seq230315_PF2CP,LP__DX__R-070722-s-9H__7H__2022-11-21__1.0__7H__187.0__2022-12-12,R-07072-s-9H,,,R-07072-s-9H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-10H__8F__2022-10-27__1.0__8F__164.0__2022-12-12__R-07072-s-10H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-10H__8F__2022-10-27__1.0__8F__164.0__2022-12-12,seq230315_PF2CP,LP__DX__R-070722-s-10H__8F__2022-10-27__1.0__8F__164.0__2022-12-12,R-07072-s-10H,,,R-07072-s-10H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-11H__9F__2022-11-21__1.0__9F__165.0__2022-12-12__R-07072-s-11H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-11H__9F__2022-11-21__1.0__9F__165.0__2022-12-12,seq230315_PF2CP,LP__DX__R-070722-s-11H__9F__2022-11-21__1.0__9F__165.0__2022-12-12,R-07072-s-11H,,,R-07072-s-11H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-12H__10F__2022-10-27__1.0__10F__166.0__2022-12-12__R-07072-s-12H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-12H__10F__2022-10-27__1.0__10F__166.0__2022-12-12,seq230315_PF2CP,LP__DX__R-070722-s-12H__10F__2022-10-27__1.0__10F__166.0__2022-12-12,R-07072-s-12H,,,R-07072-s-12H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-13H__11D__2022-11-25__1.0__11D__143.0__2022-12-12__R-07072-s-13H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-13H__11D__2022-11-25__1.0__11D__143.0__2022-12-12,seq230315_PF2CP,LP__DX__R-070722-s-13H__11D__2022-11-25__1.0__11D__143.0__2022-12-12,R-07072-s-13H,,,R-07072-s-13H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-14H__12D__2022-11-25__1.0__12D__144.0__2022-12-12__R-07072-s-14H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-14H__12D__2022-11-25__1.0__12D__144.0__2022-12-12,seq230315_PF2CP,LP__DX__R-070722-s-14H__12D__2022-11-25__1.0__12D__144.0__2022-12-12,R-07072-s-14H,,,R-07072-s-14H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-15H__1E__2022-11-25__2.0__1E__241.0__2022-12-13__R-07072-s-15H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-15H__1E__2022-11-25__2.0__1E__241.0__2022-12-13,seq230315_PF2CP,LP__DX__R-070722-s-15H__1E__2022-11-25__2.0__1E__241.0__2022-12-13,R-07072-s-15H,,,R-07072-s-15H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-16H__2D__2022-11-25__2.0__2D__230.0__2022-12-13__R-07072-s-16H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-16H__2D__2022-11-25__2.0__2D__230.0__2022-12-13,seq230315_PF2CP,LP__DX__R-070722-s-16H__2D__2022-11-25__2.0__2D__230.0__2022-12-13,R-07072-s-16H,,,R-07072-s-16H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-17H__3B__2022-11-28__2.0__3B__207.0__2022-12-13__R-07072-s-17H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-17H__3B__2022-11-28__2.0__3B__207.0__2022-12-13,seq230315_PF2CP,LP__DX__R-070722-s-17H__3B__2022-11-28__2.0__3B__207.0__2022-12-13,R-07072-s-17H,,,R-07072-s-17H,False,False,,,,,
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-18H__3H__2022-11-28__2.0__3H__279.0__2022-12-13__R-07072-s-18H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-18H__3H__2022-11-28__2.0__3H__279.0__2022-12-13,seq230315_PF2CP,LP__DX__R-070722-s-18H__3H__2022-11-28__2.0__3H__279.0__2022-12-13,R-07072-s-18H,,,R-07072-s-18H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-19H__4G__2022-11-28__2.0__4G__268.0__2022-12-13__R-07072-s-19H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-19H__4G__2022-11-28__2.0__4G__268.0__2022-12-13,seq230315_PF2CP,LP__DX__R-070722-s-19H__4G__2022-11-28__2.0__4G__268.0__2022-12-13,R-07072-s-19H,,,R-07072-s-19H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-20H__2E__2022-11-29__4.0__2E__342.0__2024-01-17__R-07072-s-20H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-20H__2E__2022-11-29__4.0__2E__342.0__2024-01-17,seq230315_PF2CP,LP__DX__R-070722-s-20H__2E__2022-11-29__4.0__2E__342.0__2024-01-17,R-07072-s-20H,,,R-07072-s-20H,False,False,,,,,
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-21H__6D__2022-11-28__2.0__6D__234.0__2022-12-13__R-07072-s-21H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-21H__6D__2022-11-28__2.0__6D__234.0__2022-12-13,seq230315_PF2CP,LP__DX__R-070722-s-21H__6D__2022-11-28__2.0__6D__234.0__2022-12-13,R-07072-s-21H,,,R-07072-s-21H,False,False,,,,,
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-22H__7C__2022-11-29__2.0__7C__223.0__2022-12-13__R-07072-s-22H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-22H__7C__2022-11-29__2.0__7C__223.0__2022-12-13,seq230315_PF2CP,LP__DX__R-070722-s-22H__7C__2022-11-29__2.0__7C__223.0__2022-12-13,R-07072-s-22H,,,R-07072-s-22H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-23H__8B__2022-11-29__2.0__8B__212.0__2022-12-13__R-07072-s-23H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-23H__8B__2022-11-29__2.0__8B__212.0__2022-12-13,seq230315_PF2CP,LP__DX__R-070722-s-23H__8B__2022-11-29__2.0__8B__212.0__2022-12-13,R-07072-s-23H,,,R-07072-s-23H,False,False,,,,,
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-24H__8H__2022-11-29__2.0__8H__284.0__2022-12-13__R-07072-s-24H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-24H__8H__2022-11-29__2.0__8H__284.0__2022-12-13,seq230315_PF2CP,LP__DX__R-070722-s-24H__8H__2022-11-29__2.0__8H__284.0__2022-12-13,R-07072-s-24H,,,R-07072-s-24H,False,False,,,,,
SF__RLA__seq230315_PF2CP__LP__DX__R-140722-s-1I__1F__2022-10-26__1.0__1F__157.0__2022-12-12__R-140722-s-1I,RLA__seq230315_PF2CP__LP__DX__R-140722-s-1I__1F__2022-10-26__1.0__1F__157.0__2022-12-12,seq230315_PF2CP,LP__DX__R-140722-s-1I__1F__2022-10-26__1.0__1F__157.0__2022-12-12,R-140722-s-1I,,,R-140722-s-1I,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-140722-s-2I__2C__2022-10-27__1.0__2C__122.0__2022-12-12__R-140722-s-2I,RLA__seq230315_PF2CP__LP__DX__R-140722-s-2I__2C__2022-10-27__1.0__2C__122.0__2022-12-12,seq230315_PF2CP,LP__DX__R-140722-s-2I__2C__2022-10-27__1.0__2C__122.0__2022-12-12,R-140722-s-2I,,,R-140722-s-2I,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-140722-s-3I__3A__2022-10-26__1.0__3A__99.0__2022-12-12__R-140722-s-3I,RLA__seq230315_PF2CP__LP__DX__R-140722-s-3I__3A__2022-10-26__1.0__3A__99.0__2022-12-12,seq230315_PF2CP,LP__DX__R-140722-s-3I__3A__2022-10-26__1.0__3A__99.0__2022-12-12,R-140722-s-3I,,,R-140722-s-3I,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-140722-s-4I__3G__2022-10-27__1.0__3G__171.0__2022-12-12__R-140722-s-4I,RLA__seq230315_PF2CP__LP__DX__R-140722-s-4I__3G__2022-10-27__1.0__3G__171.0__2022-12-12,seq230315_PF2CP,LP__DX__R-140722-s-4I__3G__2022-10-27__1.0__3G__171.0__2022-12-12,R-140722-s-4I,,,R-140722-s-4I,False,False,,,,,
SF__RLA__seq230315_PF2CP__LP__DX__R-140722-s-5I__4E__2022-10-27__1.0__4E__148.0__2022-12-12__R-140722-s-5I,RLA__seq230315_PF2CP__LP__DX__R-140722-s-5I__4E__2022-10-27__1.0__4E__148.0__2022-12-12,seq230315_PF2CP,LP__DX__R-140722-s-5I__4E__2022-10-27__1.0__4E__148.0__2022-12-12,R-140722-s-5I,,,R-140722-s-5I,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-140722-s-6I__5E__2022-10-31__1.0__5E__149.0__2022-12-12__R-140722-s-6I,RLA__seq230315_PF2CP__LP__DX__R-140722-s-6I__5E__2022-10-31__1.0__5E__149.0__2022-12-12,seq230315_PF2CP,LP__DX__R-140722-s-6I__5E__2022-10-31__1.0__5E__149.0__2022-12-12,R-140722-s-6I,,,R-140722-s-6I,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-070722-s-4H__3F__2022-10-27__1.0__3F__159.0__2022-12-12__R-07072-s-4H,RLA__seq230315_PF2CP__LP__DX__R-070722-s-4H__3F__2022-10-27__1.0__3F__159.0__2022-12-12,seq230315_PF2CP,LP__DX__R-070722-s-4H__3F__2022-10-27__1.0__3F__159.0__2022-12-12,R-07072-s-4H,,,R-07072-s-4H,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-210622-s-18E__3A__2022-11-28__5.0__3A__291.0__2022-12-07__R-210622-s-18E,RLA__seq230315_PF2CP__LP__DX__R-210622-s-18E__3A__2022-11-28__5.0__3A__291.0__2022-12-07,seq230315_PF2CP,LP__DX__R-210622-s-18E__3A__2022-11-28__5.0__3A__291.0__2022-12-07,R-210622-s-18E,,,R-210622-s-18E,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-040722-s-14G__12C__2022-11-25__1.0__12C__132.0__2022-12-12__R-040722-s-14G,RLA__seq230315_PF2CP__LP__DX__R-040722-s-14G__12C__2022-11-25__1.0__12C__132.0__2022-12-12,seq230315_PF2CP,LP__DX__R-040722-s-14G__12C__2022-11-25__1.0__12C__132.0__2022-12-12,R-040722-s-14G,,,R-040722-s-14G,False,False,,,,,seq_twice_combine_reads
SF__RLA__seq230315_PF2CP__LP__DX__R-210622-s-16E__4A__2022-11-25__6.0__4A__40.0__2023-01-11__R-210622-s-16E,RLA__seq230315_PF2CP__LP__DX__R-210622-s-16E__4A__2022-11-25__6.0__4A__40.0__2023-01-11,seq230315_PF2CP,LP__DX__R-210622-s-16E__4A__2022-11-25__6.0__4A__40.0__2023-01-11,R-210622-s-16E,,,R-210622-s-16E,False,False,,,,,speedvac_DNA_still_no_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-7B__2H__2022-10-27__6.0__2H__27.0__2023-01-11__R-100622-s-7B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-7B__2H__2022-10-27__6.0__2H__27.0__2023-01-11,seq230315_PF2CP,LP__DX__R-100622-s-7B__2H__2022-10-27__6.0__2H__27.0__2023-01-11,R-100622-s-7B,,,R-100622-s-7B,False,False,,,,,speedvac_DNA_still_no_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-8B__1E__2022-10-31__5.0__1E__337.0__2022-12-07__R-100622-s-8B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-8B__1E__2022-10-31__5.0__1E__337.0__2022-12-07,seq230315_PF2CP,LP__DX__R-100622-s-8B__1E__2022-10-31__5.0__1E__337.0__2022-12-07,R-100622-s-8B,,,R-100622-s-8B,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-9B__1A__2022-11-21__4.0__1A__293.0__2024-01-17__R-100622-s-9B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-9B__1A__2022-11-21__4.0__1A__293.0__2024-01-17,seq230315_PF2CP,LP__DX__R-100622-s-9B__1A__2022-11-21__4.0__1A__293.0__2024-01-17,R-100622-s-9B,,,R-100622-s-9B,False,False,,,,,
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-10B__1D__2022-10-27__4.0__1D__329.0__2024-01-17__R-100622-s-10B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-10B__1D__2022-10-27__4.0__1D__329.0__2024-01-17,seq230315_PF2CP,LP__DX__R-100622-s-10B__1D__2022-10-27__4.0__1D__329.0__2024-01-17,R-100622-s-10B,,,R-100622-s-10B,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-11B__9A__2022-11-21__1.0__9A__105.0__2022-12-12__R-100622-s-11B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-11B__9A__2022-11-21__1.0__9A__105.0__2022-12-12,seq230315_PF2CP,LP__DX__R-100622-s-11B__9A__2022-11-21__1.0__9A__105.0__2022-12-12,R-100622-s-11B,,,R-100622-s-11B,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-12B__1G__2022-10-27__4.0__1G__365.0__2024-01-17__R-100622-s-12B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-12B__1G__2022-10-27__4.0__1G__365.0__2024-01-17,seq230315_PF2CP,LP__DX__R-100622-s-12B__1G__2022-10-27__4.0__1G__365.0__2024-01-17,R-100622-s-12B,,,R-100622-s-12B,False,False,,,,,
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-13B__3C__2022-11-25__6.0__3C__63.0__2023-01-11__R-100622-s-13B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-13B__3C__2022-11-25__6.0__3C__63.0__2023-01-11,seq230315_PF2CP,LP__DX__R-100622-s-13B__3C__2022-11-25__6.0__3C__63.0__2023-01-11,R-100622-s-13B,,,R-100622-s-13B,False,False,,,,,speedvac_DNA_still_no_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-14B__3E__2022-11-25__6.0__3E__87.0__2023-01-11__R-100622-s-14B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-14B__3E__2022-11-25__6.0__3E__87.0__2023-01-11,seq230315_PF2CP,LP__DX__R-100622-s-14B__3E__2022-11-25__6.0__3E__87.0__2023-01-11,R-100622-s-14B,,,R-100622-s-14B,False,False,,,,,speedvac_DNA_still_no_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-15B__3F__2022-11-25__6.0__3F__4.0__2023-01-11__R-100622-s-15B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-15B__3F__2022-11-25__6.0__3F__4.0__2023-01-11,seq230315_PF2CP,LP__DX__R-100622-s-15B__3F__2022-11-25__6.0__3F__4.0__2023-01-11,R-100622-s-15B,,,R-100622-s-15B,False,False,,,,,speedvac_DNA_still_no_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-16B__1H__2022-11-25__2.0__1H__277.0__2022-12-13__R-100622-s-16B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-16B__1H__2022-11-25__2.0__1H__277.0__2022-12-13,seq230315_PF2CP,LP__DX__R-100622-s-16B__1H__2022-11-25__2.0__1H__277.0__2022-12-13,R-100622-s-16B,,,R-100622-s-16B,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-17B__1F__2022-11-28__7.0__1F__357.0__2023-01-18__R-100622-s-17B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-17B__1F__2022-11-28__7.0__1F__357.0__2023-01-18,seq230315_PF2CP,LP__DX__R-100622-s-17B__1F__2022-11-28__7.0__1F__357.0__2023-01-18,R-100622-s-17B,,,R-100622-s-17B,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-6B__1D__2022-10-31__5.0__1D__325.0__2022-12-07__R-100622-s-6B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-6B__1D__2022-10-31__5.0__1D__325.0__2022-12-07,seq230315_PF2CP,LP__DX__R-100622-s-6B__1D__2022-10-31__5.0__1D__325.0__2022-12-07,R-100622-s-6B,,,R-100622-s-6B,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-18B__2H__2022-11-28__5.0__2H__374.0__2022-12-07__R-100622-s-18B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-18B__2H__2022-11-28__5.0__2H__374.0__2022-12-07,seq230315_PF2CP,LP__DX__R-100622-s-18B__2H__2022-11-28__5.0__2H__374.0__2022-12-07,R-100622-s-18B,,,R-100622-s-18B,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-20B__5A__2022-11-29__6.0__5A__5.0__2023-01-11__R-100622-s-20B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-20B__5A__2022-11-29__6.0__5A__5.0__2023-01-11,seq230315_PF2CP,LP__DX__R-100622-s-20B__5A__2022-11-29__6.0__5A__5.0__2023-01-11,R-100622-s-20B,,,R-100622-s-20B,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-21B__4F__2022-11-28__6.0__4F__41.0__2023-01-11__R-100622-s-21B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-21B__4F__2022-11-28__6.0__4F__41.0__2023-01-11,seq230315_PF2CP,LP__DX__R-100622-s-21B__4F__2022-11-28__6.0__4F__41.0__2023-01-11,R-100622-s-21B,,,R-100622-s-21B,False,False,,,,,speedvac_DNA_still_no_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-22B__4G__2022-11-29__6.0__4G__53.0__2023-01-11__R-100622-s-22B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-22B__4G__2022-11-29__6.0__4G__53.0__2023-01-11,seq230315_PF2CP,LP__DX__R-100622-s-22B__4G__2022-11-29__6.0__4G__53.0__2023-01-11,R-100622-s-22B,,,R-100622-s-22B,False,False,,,,,speedvac_DNA_still_no_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-23B__1A__2022-11-29__6.0__1A__65.0__2023-01-11__R-100622-s-23B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-23B__1A__2022-11-29__6.0__1A__65.0__2023-01-11,seq230315_PF2CP,LP__DX__R-100622-s-23B__1A__2022-11-29__6.0__1A__65.0__2023-01-11,R-100622-s-23B,,,R-100622-s-23B,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-24B__4B__2022-11-29__5.0__4B__304.0__2022-12-07__R-100622-s-24B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-24B__4B__2022-11-29__5.0__4B__304.0__2022-12-07,seq230315_PF2CP,LP__DX__R-100622-s-24B__4B__2022-11-29__5.0__4B__304.0__2022-12-07,R-100622-s-24B,,,R-100622-s-24B,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-140622-s-1C__11G__2022-10-26__1.0__11G__97.0__2022-12-12__R-140622-s-1C,RLA__seq230315_PF2CP__LP__DX__R-140622-s-1C__11G__2022-10-26__1.0__11G__97.0__2022-12-12,seq230315_PF2CP,LP__DX__R-140622-s-1C__11G__2022-10-26__1.0__11G__97.0__2022-12-12,R-140622-s-1C,,,R-140622-s-1C,False,False,,,,,seq_twice_combine_reads_speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-140622-s-2C__1G__2022-10-27__6.0__1G__85.0__2023-01-11__R-140622-s-2C,RLA__seq230315_PF2CP__LP__DX__R-140622-s-2C__1G__2022-10-27__6.0__1G__85.0__2023-01-11,seq230315_PF2CP,LP__DX__R-140622-s-2C__1G__2022-10-27__6.0__1G__85.0__2023-01-11,R-140622-s-2C,,,R-140622-s-2C,False,False,,,,,speedvac_DNA_still_no_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-140622-s-3C__1C__2022-10-26__3.0__1C__35.0__2023-01-12__R-140622-s-3C,RLA__seq230315_PF2CP__LP__DX__R-140622-s-3C__1C__2022-10-26__3.0__1C__35.0__2023-01-12,seq230315_PF2CP,LP__DX__R-140622-s-3C__1C__2022-10-26__3.0__1C__35.0__2023-01-12,R-140622-s-3C,,,R-140622-s-3C,False,False,,,,,
SF__RLA__seq230315_PF2CP__LP__DX__R-140622-s-4C__1A__2022-10-27__5.0__1A__289.0__2022-12-07__R-140622-s-4C,RLA__seq230315_PF2CP__LP__DX__R-140622-s-4C__1A__2022-10-27__5.0__1A__289.0__2022-12-07,seq230315_PF2CP,LP__DX__R-140622-s-4C__1A__2022-10-27__5.0__1A__289.0__2022-12-07,R-140622-s-4C,,,R-140622-s-4C,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-140622-s-5C__1C__2022-10-27__5.0__1C__313.0__2022-12-07__R-140622-s-5C,RLA__seq230315_PF2CP__LP__DX__R-140622-s-5C__1C__2022-10-27__5.0__1C__313.0__2022-12-07,seq230315_PF2CP,LP__DX__R-140622-s-5C__1C__2022-10-27__5.0__1C__313.0__2022-12-07,R-140622-s-5C,,,R-140622-s-5C,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-140622-s-6C__4G__2022-10-31__1.0__4G__172.0__2022-12-12__R-140622-s-6C,RLA__seq230315_PF2CP__LP__DX__R-140622-s-6C__4G__2022-10-31__1.0__4G__172.0__2022-12-12,seq230315_PF2CP,LP__DX__R-140622-s-6C__4G__2022-10-31__1.0__4G__172.0__2022-12-12,R-140622-s-6C,,,R-140622-s-6C,False,False,,,,,
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-19B__4C__2022-11-28__2.0__4C__220.0__2022-12-13__R-100622-s-19B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-19B__4C__2022-11-28__2.0__4C__220.0__2022-12-13,seq230315_PF2CP,LP__DX__R-100622-s-19B__4C__2022-11-28__2.0__4C__220.0__2022-12-13,R-100622-s-19B,,,R-100622-s-19B,False,False,,,,,speedvac_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-5B__2F__2022-10-27__6.0__2F__3.0__2023-01-11__R-100622-s-5B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-5B__2F__2022-10-27__6.0__2F__3.0__2023-01-11,seq230315_PF2CP,LP__DX__R-100622-s-5B__2F__2022-10-27__6.0__2F__3.0__2023-01-11,R-100622-s-5B,,,R-100622-s-5B,False,False,,,,,speedvac_DNA_still_no_DNA
SF__RLA__seq230315_PF2CP__LP__DX__R-100622-s-4B__1A__2022-10-27__7.0__1A__297.0__2023-01-18__R-100622-s-4B,RLA__seq230315_PF2CP__LP__DX__R-100622-s-4B__1A__2022-10-27__7.0__1A__297.0__2023-01-18,seq230315_PF2CP,LP__DX__R-100622-s-4B__1A__2022-10-27__7.0__1A__297.0__2023-01-18,R-100622-s-4B,,,R-100622-s-4B,False,False,,,,,speedvac_DNA
