dna_extraction_id,bio_sample_id,DNA_plate_number,plate_position,DNA_ext_date,DNA_conc_plate,DNA_conc_plate_dilutedx10,DNA_conc_individual,speedvac_DNA_conc_individual,days_between_DNA_x
DX__R-210622-w-18-1__13.0__4D__2023-03-27,R-210622-w-18-1,13.0,4D,2023-03-27,0.7460243088815816,,,,17.0
DX__R-210622-w-18-2__13.0__4E__2023-03-27,R-210622-w-18-2,13.0,4E,2023-03-27,0.7244854656880132,,,,17.0
DX__R-210622-w-18-3__13.0__4F__2023-03-27,R-210622-w-18-3,13.0,4F,2023-03-27,1.9422552555754404,,,,17.0
DX__R-210622-w-20-3__13.0__6D__2023-03-28,R-210622-w-20-3,13.0,6D,2023-03-28,0.2461536566333307,,,,18.0
DX__R-210622-w-18-4__13.0__4G__2023-03-27,R-210622-w-18-4,13.0,4G,2023-03-27,0.0111973948640659,,,,17.0
DX__R-210622-w-18-6__13.0__5A__2023-03-27,R-210622-w-18-6,13.0,5A,2023-03-27,0.0747498321027951,,,,17.0
DX__R-210622-w-18-7__13.0__5B__2023-03-27,R-210622-w-18-7,13.0,5B,2023-03-27,1.3745290701107291,,,,17.0
DX__R-210622-w-19-1__13.0__5C__2023-03-27,R-210622-w-19-1,13.0,5C,2023-03-27,0.5064336169921742,,,,17.0
DX__R-210622-w-19-2__13.0__5D__2023-03-27,R-210622-w-19-2,13.0,5D,2023-03-27,0.5378636339114548,,,,17.0
DX__R-210622-w-19-3__13.0__5E__2023-03-27,R-210622-w-19-3,13.0,5E,2023-03-27,0.5757313033028492,,,,17.0
DX__R-210622-w-19-4__13.0__5F__2023-03-27,R-210622-w-19-4,13.0,5F,2023-03-27,0.1371489716535145,,,,17.0
DX__R-210622-w-19-5__13.0__5G__2023-03-27,R-210622-w-19-5,13.0,5G,2023-03-27,0.1994865170367343,,,,17.0
DX__R-210622-w-19-6__13.0__5H__2023-03-27,R-210622-w-19-6,13.0,5H,2023-03-27,0.3424550755505562,,,,17.0
DX__R-210622-w-19-7__13.0__6A__2023-03-28,R-210622-w-19-7,13.0,6A,2023-03-28,0.1700742400872683,,,,18.0
DX__R-210622-w-20-1__13.0__6B__2023-03-28,R-210622-w-20-1,13.0,6B,2023-03-28,0.2044289179943749,,,,18.0
DX__R-210622-w-18-5__13.0__4H__2023-03-27,R-210622-w-18-5,13.0,4H,2023-03-27,0.0548103133274061,,,,17.0
DX__R-210622-w-23-7__13.0__9E__2023-03-31,R-210622-w-23-7,13.0,9E,2023-03-31,0.4855489463361878,,,,17.0
DX__R-210622-w-24-2__13.0__9G__2023-03-31,R-210622-w-24-2,13.0,9G,2023-03-31,0.7239778447903441,,,,17.0
DX__L-230622-w-2-1__10.0__1H__2023-07-14,L-230622-w-2-1,10.0,1H,2023-07-14,0.027,,,,1.0
DX__R-210622-w-16-7__13.0__3D__2023-03-27,R-210622-w-16-7,13.0,3D,2023-03-27,0.1172137007517462,,,,17.0
DX__R-210622-w-24-1__13.0__9F__2023-03-31,R-210622-w-24-1,13.0,9F,2023-03-31,0.8230382576241898,,,,17.0
DX__R-210622-w-24-3__13.0__9H__2023-03-31,R-210622-w-24-3,13.0,9H,2023-03-31,0.0066946488261638,,,,17.0
DX__R-210622-w-24-4__13.0__10A__2023-03-31,R-210622-w-24-4,13.0,10A,2023-03-31,0.193225151319878,,,,17.0
DX__R-210622-w-24-5__13.0__10B__2023-03-31,R-210622-w-24-5,13.0,10B,2023-03-31,0.6621585399888451,,,,17.0
DX__R-210622-w-24-6__13.0__10C__2023-03-31,R-210622-w-24-6,13.0,10C,2023-03-31,0.758360133875985,,,,17.0
DX__R-210622-w-24-7__13.0__10D__2023-03-31,R-210622-w-24-7,13.0,10D,2023-03-31,0.5859198281820078,,,,17.0
DX__R-210622-w-16-6__13.0__3C__2023-03-27,R-210622-w-16-6,13.0,3C,2023-03-27,0.1474670566781033,,,,17.0
DX__R-210622-w-16-4__13.0__3A__2023-03-27,R-210622-w-16-4,13.0,3A,2023-03-27,0.1925157564252274,,,,17.0
DX__R-210622-w-14-6__13.0__1E__2023-03-23,R-210622-w-14-6,13.0,1E,2023-03-23,0.0048128408122104,,,,14.0
DX__R-210622-w-14-5__13.0__1D__2023-03-23,R-210622-w-14-5,13.0,1D,2023-03-23,0.0111570400646696,,,,14.0
DX__R-210622-w-14-4__13.0__1C__2023-03-23,R-210622-w-14-4,13.0,1C,2023-03-23,0.5094729705677581,,,,14.0
DX__R-210622-w-14-3__13.0__1B__2023-03-23,R-210622-w-14-3,13.0,1B,2023-03-23,0.0587778272891047,,,,14.0
DX__R-210622-w-14-2__13.0__1A__2023-03-23,R-210622-w-14-2,13.0,1A,2023-03-23,0.3278253988009952,,,,14.0
DX__R-210622-w-14-7__13.0__1F__2023-03-23,R-210622-w-14-7,13.0,1F,2023-03-23,0.073209977915305,,,,14.0
DX__R-210622-w-15-1__13.0__1G__2023-03-23,R-210622-w-15-1,13.0,1G,2023-03-23,0.0587226049320361,,,,14.0
DX__R-210622-w-15-3__13.0__2A__2023-03-23,R-210622-w-15-3,13.0,2A,2023-03-23,0.0585887969129852,,,,14.0
DX__R-210622-w-16-5__13.0__3B__2023-03-27,R-210622-w-16-5,13.0,3B,2023-03-27,0.1530997370991016,,,,17.0
DX__R-210622-w-15-2__13.0__1H__2023-03-23,R-210622-w-15-2,13.0,1H,2023-03-23,0.0741615016063334,,,,14.0
DX__R-210622-w-16-2__13.0__2G__2023-03-23,R-210622-w-16-2,13.0,2G,2023-03-23,0.0062974726426319,,,,14.0
DX__R-210622-w-16-1__13.0__2F__2023-03-23,R-210622-w-16-1,13.0,2F,2023-03-23,0.1566594551932166,,,,14.0
DX__R-210622-w-15-7__13.0__2E__2023-03-23,R-210622-w-15-7,13.0,2E,2023-03-23,1.7410058709861311,,,,14.0
DX__R-210622-w-15-6__13.0__2D__2023-03-23,R-210622-w-15-6,13.0,2D,2023-03-23,0.7778430062371529,,,,14.0
DX__R-210622-w-15-5__13.0__2C__2023-03-23,R-210622-w-15-5,13.0,2C,2023-03-23,0.7166502627947016,,,,14.0
DX__R-210622-w-15-4__13.0__2B__2023-03-23,R-210622-w-15-4,13.0,2B,2023-03-23,0.3205742785305245,,,,14.0
DX__R-210622-w-16-3__13.0__2H__2023-03-23,R-210622-w-16-3,13.0,2H,2023-03-23,0.2889063806884868,,,,14.0
DX__H-200622-w-5-1__13.0__12A__2023-06-12,H-200622-w-5-1,13.0,12A,2023-06-12,0.1277472942506785,,,,90.0
DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12D,ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306,,12D,,,,,,
DX__Ultrapure-water__12C,Ultrapure-water,,12C,,,,,,
DX__S-240622-w-10-3__4.0__3F__2023-02-24,S-240622-w-10-3,4.0,3F,2023-02-24,0.100518647457068,,,,1.0
DX__S-240622-w-10-4__4.0__3G__2023-02-24,S-240622-w-10-4,4.0,3G,2023-02-24,0.058729596978462,,,,1.0
DX__S-240622-w-11-2__4.0__3H__2023-02-24,S-240622-w-11-2,4.0,3H,2023-02-24,0.0039173968584316,,,,4.0
DX__S-240622-w-11-3__4.0__4A__2023-02-28,S-240622-w-11-3,4.0,4A,2023-02-28,0.0686485127165934,,,,4.0
DX__S-240622-w-11-4__4.0__4B__2023-02-28,S-240622-w-11-4,4.0,4B,2023-02-28,0.0809755614221279,,,,4.0
DX__S-240622-w-11-5__4.0__4C__2023-02-28,S-240622-w-11-5,4.0,4C,2023-02-28,0.0868976453601946,,,,4.0
DX__S-240622-w-11-6__4.0__4D__2023-02-28,S-240622-w-11-6,4.0,4D,2023-02-28,0.0330888339765821,,,,4.0
DX__S-240622-w-10-2__4.0__3E__2023-02-24,S-240622-w-10-2,4.0,3E,2023-02-24,0.0354488879003651,,,,1.0
DX__S-240622-w-11-7__4.0__4E__2023-02-28,S-240622-w-11-7,4.0,4E,2023-02-28,0.0180839915807323,,,,3.0
DX__S-240622-w-12-2__4.0__4G__2022-11-04,S-240622-w-12-2,4.0,4G,2022-11-04,,,0.365,,3.0
DX__S-240622-w-12-3__4.0__4H__2022-11-04,S-240622-w-12-3,4.0,4H,2022-11-04,,,3.7,,5.0
DX__S-240622-w-12-1__4.0__4F__2022-11-04,S-240622-w-12-1,4.0,4F,2022-11-04,,,0.11,,3.0
DX__S-240622-w-10-1__4.0__3D__2023-02-24,S-240622-w-10-1,4.0,3D,2023-02-24,0.1826752810376879,,,,1.0
DX__S-240622-w-9-2__4.0__3B__2023-02-24,S-240622-w-9-2,4.0,3B,2023-02-24,0.2356667486797599,,,,1.0
DX__S-240622-w-6-6__4.0__2A__2023-02-23,S-240622-w-6-6,4.0,2A,2023-02-23,0.1302900274238684,,,,1.0
DX__S-240622-w-9-3__4.0__3C__2023-02-24,S-240622-w-9-3,4.0,3C,2023-02-24,0.010263830616275,,,,1.0
DX__S-240622-w-6-7__4.0__2B__2023-02-23,S-240622-w-6-7,4.0,2B,2023-02-23,0.005721406190783,,,,1.0
DX__S-240622-w-7-6__4.0__2D__2023-02-23,S-240622-w-7-6,4.0,2D,2023-02-23,0.0100443393301836,,,,1.0
DX__S-240622-w-7-7__4.0__2E__2023-02-24,S-240622-w-7-7,4.0,2E,2023-02-24,0.0032923692913713,,,,1.0
DX__S-240622-w-8-1__4.0__2F__2023-02-24,S-240622-w-8-1,4.0,2F,2023-02-24,0.0188281715602423,,,,1.0
DX__S-240622-w-8-7__4.0__2H__2023-02-24,S-240622-w-8-7,4.0,2H,2023-02-24,0.143520125992179,,,,1.0
DX__S-240622-w-9-1__4.0__3A__2023-02-24,S-240622-w-9-1,4.0,3A,2023-02-24,0.0240750584944277,,,,1.0
DX__S-240622-w-7-1__4.0__2C__2023-02-23,S-240622-w-7-1,4.0,2C,2023-02-23,0.0209687341979338,,,,1.0
DX__S-240622-w-8-2__4.0__2G__2023-02-24,S-240622-w-8-2,4.0,2G,2023-02-24,0.1123565441535987,,,,1.0
DX__H-200620-w-24-5__7.0__10B__2023-07-03,H-200620-w-24-5,7.0,10B,2023-07-03,0.0218879521040106,,,,24.0
DX__H-200620-w-24-4__7.0__10A__2023-07-03,H-200620-w-24-4,7.0,10A,2023-07-03,0.1762592613620869,,,,24.0
DX__H-200620-w-24-3__7.0__9H__2023-07-03,H-200620-w-24-3,7.0,9H,2023-07-03,0.0554731727292926,,,,24.0
DX__H-200620-w-24-2__7.0__9G__2023-07-03,H-200620-w-24-2,7.0,9G,2023-07-03,0.3126923745790391,,,,24.0
DX__H-200620-w-24-1__7.0__9F__2023-07-03,H-200620-w-24-1,7.0,9F,2023-07-03,0.1489037918105261,,,,24.0
DX__H-200620-w-24-6__7.0__10C__2023-07-03,H-200620-w-24-6,7.0,10C,2023-07-03,0.016263964410619,,,,24.0
DX__H-200620-w-24-7__7.0__10D__2023-07-03,H-200620-w-24-7,7.0,10D,2023-07-03,0.2214925741456613,,,,24.0
DX__S-240624-w-24-7__5.0__10D__2023-03-08,S-240624-w-24-7,5.0,10D,2023-03-08,0.3881670005965761,,,,6.0
DX__S-240624-w-24-6__5.0__10C__2023-03-08,S-240624-w-24-6,5.0,10C,2023-03-08,0.0223249328957875,,,,6.0
DX__S-240624-w-24-5__5.0__10B__2023-03-08,S-240624-w-24-5,5.0,10B,2023-03-08,0.3298098848344904,,,,6.0
DX__S-240624-w-24-4__5.0__10A__2023-03-08,S-240624-w-24-4,5.0,10A,2023-03-08,0.2395787985481898,,,,2.0
DX__S-240624-w-24-3__5.0__9H__2023-03-08,S-240624-w-24-3,5.0,9H,2023-03-08,0.0979831821526131,,,,6.0
DX__S-240624-w-24-2__5.0__9G__2023-03-08,S-240624-w-24-2,5.0,9G,2023-03-08,0.0853664021534448,,,,6.0
DX__S-240624-w-24-1__5.0__9F__2023-03-08,S-240624-w-24-1,5.0,9F,2023-03-08,0.1728734350482989,,,,6.0
DX__S-240623-w-23-1__5.0__8G__2023-03-08,S-240623-w-23-1,5.0,8G,2023-03-08,0.6259509789195606,,,,6.0
DX__R-210622-w-7-1__12.0__8C__2023-03-13,R-210622-w-7-1,12.0,8C,2023-03-13,0.0538759114459708,,,,7.0
DX__R-210622-w-7-6__12.0__8D__2023-03-13,R-210622-w-7-6,12.0,8D,2023-03-13,0.5653731562660563,,,,7.0
DX__R-210622-w-7-7__12.0__8E__2023-03-13,R-210622-w-7-7,12.0,8E,2023-03-13,0.1291535056725292,,,,7.0
DX__R-210622-w-8-1__12.0__8F__2023-03-13,R-210622-w-8-1,12.0,8F,2023-03-13,0.291943082058971,,,,7.0
DX__R-210622-w-8-2__12.0__8G__2023-03-13,R-210622-w-8-2,12.0,8G,2023-03-13,0.1028814320011231,,,,7.0
DX__R-210622-w-8-7__12.0__8H__2023-03-23,R-210622-w-8-7,12.0,8H,2023-03-23,0.5918002838123118,,,,14.0
DX__R-210622-w-9-1__12.0__9A__2023-03-23,R-210622-w-9-1,12.0,9A,2023-03-23,0.7830156959125887,,,,14.0
DX__R-210622-w-9-2__12.0__9B__2023-03-23,R-210622-w-9-2,12.0,9B,2023-03-23,0.1368743390297578,,,,14.0
DX__R-210622-w-9-3__12.0__9C__2023-03-23,R-210622-w-9-3,12.0,9C,2023-03-23,0.4875509792714209,,,,14.0
DX__R-210622-w-10-1__12.0__9D__2023-03-23,R-210622-w-10-1,12.0,9D,2023-03-23,0.2699126876762543,,,,14.0
DX__R-210622-w-10-2__12.0__9E__2023-03-23,R-210622-w-10-2,12.0,9E,2023-03-23,0.254698291709864,,,,14.0
DX__R-210622-w-6-7__12.0__8B__2023-03-13,R-210622-w-6-7,12.0,8B,2023-03-13,3.6910702349448528,,,,7.0
DX__R-210622-w-10-3__12.0__9F__2023-03-23,R-210622-w-10-3,12.0,9F,2023-03-23,0.1772945477747538,,,,14.0
DX__R-210622-w-10-4__12.0__9G__2023-03-23,R-210622-w-10-4,12.0,9G,2023-03-23,0.3017985612274829,,,,14.0
DX__R-210622-w-6-6__12.0__8A__2023-03-13,R-210622-w-6-6,12.0,8A,2023-03-13,0.0694938722921062,,,,7.0
DX__L-230623-w-22-1__11.0__8G__2023-07-24,L-230623-w-22-1,11.0,8G,2023-07-24,0.047,,,,13.0
DX__R-210622-w-E5__2.0__2A__2023-01-19,R-210622-w-E5,2.0,2A,2023-01-19,-0.0019010092630996,,,,0.0
DX__A-230623-w-23-1__9.0__8G__2023-08-08,A-230623-w-23-1,9.0,8G,2023-08-08,0.5165391476629341,,,,7.0
DX__R_070622_s_1A__1C__2022-10-26,R_070622_s_1A,,1C,2022-10-26,,,,0.064,141.0
DX__R-040722-s-1G__1D__2022-10-26,R-040722-s-1G,,1D,2022-10-26,,,13.6,,114.0
DX__R-040722-s-2G__2A__2022-10-27,R-040722-s-2G,,2A,2022-10-27,,,9.34,,115.0
DX__R-040722-s-3G__2G__2022-10-26,R-040722-s-3G,,2G,2022-10-26,,,16.7,,114.0
DX__R-040722-s-4G__3E__2022-10-27,R-040722-s-4G,,3E,2022-10-27,,,45.6,,115.0
DX__R-040722-s-5G__4C__2022-10-27,R-040722-s-5G,,4C,2022-10-27,,,11.5,,115.0
DX__R-040722-s-6G__5C__2022-10-31,R-040722-s-6G,,5C,2022-10-31,,,8.4,,119.0
DX__R-040722-s-7G__6A__2022-10-27,R-040722-s-7G,,6A,2022-10-27,,,19.6,,115.0
DX__R-040722-s-8G__9B__2022-10-31,R-040722-s-8G,,9B,2022-10-31,,,11.8,,119.0
DX__R-040722-s-9G__7G__2022-11-21,R-040722-s-9G,,7G,2022-11-21,,,7.49,,140.0
DX__R-040722-s-10G__8E__2022-10-27,R-040722-s-10G,,8E,2022-10-27,,,5.47,,115.0
DX__R-040722-s-11G__9E__2022-11-21,R-040722-s-11G,,9E,2022-11-21,,,3.0,,140.0
DX__R-280622-s-24F__8F__2022-11-29,R-280622-s-24F,,8F,2022-11-29,,,0.241,,154.0
DX__R-040722-s-12G__10E__2022-10-27,R-040722-s-12G,,10E,2022-10-27,,,0.74,,115.0
DX__R-040722-s-15G__1D__2022-11-25,R-040722-s-15G,,1D,2022-11-25,,,1.72,,144.0
DX__R-040722-s-16G__2C__2022-11-25,R-040722-s-16G,,2C,2022-11-25,,,4.72,,144.0
DX__R-040722-s-17G__3A__2022-11-28,R-040722-s-17G,,3A,2022-11-28,,,3.2,,147.0
DX__R-040722-s-18G__3G__2022-11-28,R-040722-s-18G,,3G,2022-11-28,,,1.47,,147.0
DX__R-040722-s-19G__4F__2022-11-28,R-040722-s-19G,,4F,2022-11-28,,,0.456,,147.0
DX__R-040722-s-20G__2D__2022-11-29,R-040722-s-20G,,2D,2022-11-29,,,1.59,,148.0
DX__R-040722-s-21G__6C__2022-11-28,R-040722-s-21G,,6C,2022-11-28,,,,0.143,147.0
DX__R-040722-s-22G__7B__2022-11-29,R-040722-s-22G,,7B,2022-11-29,,,4.82,,148.0
DX__R-040722-s-23G__8A__2022-11-29,R-040722-s-23G,,8A,2022-11-29,,,4.63,,148.0
DX__R-040722-s-24G__8G__2022-11-29,R-040722-s-24G,,8G,2022-11-29,,,0.572,,148.0
DX__R-070722-s-1H__1E__2022-10-26,R-070722-s-1H,,1E,2022-10-26,,,4.0,,111.0
DX__R-040722-s-13G__11C__2022-11-25,R-040722-s-13G,,11C,2022-11-25,,,0.825,,144.0
DX__R-280622-s-23F__7H__2022-11-29,R-280622-s-23F,,7H,2022-11-29,,,0.198,0.947,154.0
DX__R-280622-s-22F__3G__2022-11-29,R-280622-s-22F,,3G,2022-11-29,,,,0.117,154.0
DX__R-280622-s-21F__9E__2022-11-28,R-280622-s-21F,,9E,2022-11-28,,,0.58,,153.0
DX__R-210622-s-20E__4E__2022-11-29,R-210622-s-20E,,4E,2022-11-29,,,,0.0,161.0
DX__R-210622-s-21E__6B__2022-11-28,R-210622-s-21E,,6B,2022-11-28,,,,0.299,160.0
DX__R-210622-s-22E__7A__2022-11-29,R-210622-s-22E,,7A,2022-11-29,,,0.093,0.609,161.0
DX__R-210622-s-23E__1B__2022-11-29,R-210622-s-23E,,1B,2022-11-29,,,,0.066,161.0
DX__R-210622-s-24E__4D__2022-11-29,R-210622-s-24E,,4D,2022-11-29,,,,0.072,161.0
DX__R-280622-s-1F__1C__2022-10-26,R-280622-s-1F,,1C,2022-10-26,,,2.39,,120.0
DX__R-280622-s-2F__1H__2022-10-27,R-280622-s-2F,,1H,2022-10-27,,,1.21,,121.0
DX__R-280622-s-3F__2D__2022-10-26,R-280622-s-3F,,2D,2022-10-26,,,0.0,,120.0
DX__R-280622-s-4F__2H__2022-10-27,R-280622-s-4F,,2H,2022-10-27,,,,0.063,121.0
DX__R-280622-s-5F__1G__2022-10-27,R-280622-s-5F,,1G,2022-10-27,,,0.063,0.216,121.0
DX__R-280622-s-6F__5B__2022-10-31,R-280622-s-6F,,5B,2022-10-31,,,0.107,0.314,125.0
DX__R-280622-s-7F__3B__2022-10-27,R-280622-s-7F,,3B,2022-10-27,,,,0.0,121.0
DX__R-280622-s-8F__1F__2022-10-31,R-280622-s-8F,,1F,2022-10-31,,,0.05,0.168,125.0
DX__R-280622-s-9F__7F__2022-11-21,R-280622-s-9F,,7F,2022-11-21,,,0.629,,146.0
DX__R-280622-s-10F__2B__2022-10-27,R-280622-s-10F,,2B,2022-10-27,,,,0.054,121.0
DX__R-280622-s-11F__9D__2022-11-21,R-280622-s-11F,,9D,2022-11-21,,,,0.932,146.0
DX__R-280622-s-12F__2D__2022-10-27,R-280622-s-12F,,2D,2022-10-27,,,,0.165,121.0
DX__R-280622-s-13F__11B__2022-11-25,R-280622-s-13F,,11B,2022-11-25,,,,0.325,150.0
DX__R-280622-s-14F__12B__2022-11-25,R-280622-s-14F,,12B,2022-11-25,,,0.362,,150.0
DX__R-280622-s-15F__1C__2022-11-25,R-280622-s-15F,,1C,2022-11-25,,,0.562,,150.0
DX__R-280622-s-16F__2B__2022-11-25,R-280622-s-16F,,2B,2022-11-25,,,0.206,,150.0
DX__R-280622-s-17F__4C__2022-11-28,R-280622-s-17F,,4C,2022-11-28,,,,0.0,153.0
DX__R-280622-s-18F__3B__2022-11-28,R-280622-s-18F,,3B,2022-11-28,,,,0.117,153.0
DX__R-280622-s-19F__4E__2022-11-28,R-280622-s-19F,,4E,2022-11-28,,,0.514,,153.0
DX__R-280622-s-20F__5C__2022-11-29,R-280622-s-20F,,5C,2022-11-29,,,0.149,0.91,154.0
DX__R-070722-s-2H__2B__2022-10-27,R-070722-s-2H,,2B,2022-10-27,,,11.6,,112.0
DX__R-210622-s-19E__3C__2022-11-28,R-210622-s-19E,,3C,2022-11-28,,,,0.118,160.0
DX__R-070722-s-3H__2H__2022-10-26,R-070722-s-3H,,2H,2022-10-26,,,6.27,,111.0
DX__R-070722-s-5H__4D__2022-10-27,R-070722-s-5H,,4D,2022-10-27,,,16.0,,112.0
DX__R-140722-s-12I__10G__2022-10-27,R-140722-s-12I,,10G,2022-10-27,,,10.1,,105.0
DX__R-140722-s-13I__11E__2022-11-25,R-140722-s-13I,,11E,2022-11-25,,,9.52,,134.0
DX__R-140722-s-14I__12E__2022-11-25,R-140722-s-14I,,12E,2022-11-25,,,15.3,,134.0
DX__R-140722-s-15I__1F__2022-11-25,R-140722-s-15I,,1F,2022-11-25,,,5.56,,134.0
DX__R-140722-s-16I__2E__2022-11-25,R-140722-s-16I,,2E,2022-11-25,,,2.32,,134.0
DX__R-140722-s-17I__3C__2022-11-28,R-140722-s-17I,,3C,2022-11-28,,,5.01,,137.0
DX__R-140722-s-18I__4A__2022-11-28,R-140722-s-18I,,4A,2022-11-28,,,8.86,,137.0
DX__R-140722-s-19I__4H__2022-11-28,R-140722-s-19I,,4H,2022-11-28,,,0.656,,137.0
DX__R-140722-s-20I__2F__2022-11-29,R-140722-s-20I,,2F,2022-11-29,,,2.48,,138.0
DX__R-140722-s-21I__6E__2022-11-28,R-140722-s-21I,,6E,2022-11-28,,,4.22,,137.0
DX__R-140722-s-22I__7D__2022-11-29,R-140722-s-22I,,7D,2022-11-29,,,0.02,,138.0
DX__R-140722-s-11I__9G__2022-11-21,R-140722-s-11I,,9G,2022-11-21,,,6.59,,130.0
DX__R-140722-s-23I__8C__2022-11-29,R-140722-s-23I,,8C,2022-11-29,,,3.62,,138.0
DX__R-140722-s-24I__9A__2022-11-29,R-140722-s-24I,,9A,2022-11-29,,,2.91,,138.0
DX__R-140722-s-10I__8G__2022-10-27,R-140722-s-10I,,8G,2022-10-27,,,6.81,,105.0
DX__R-140722-s-8I__7B__2022-10-31,R-140722-s-8I,,7B,2022-10-31,,,5.41,,109.0
DX__R-140722-s-7I__6C__2022-10-27,R-140722-s-7I,,6C,2022-10-27,,,10.3,,105.0
DX__R-070722-s-6H__5D__2022-10-31,R-070722-s-6H,,5D,2022-10-31,,,9.67,,116.0
DX__R-070722-s-7H__6B__2022-10-27,R-070722-s-7H,,6B,2022-10-27,,,13.0,,112.0
DX__R-070722-s-8H__2022-10-31,R-070722-s-8H,,?,2022-10-31,,,7.28,,116.0
DX__R-070722-s-9H__7H__2022-11-21,R-070722-s-9H,,7H,2022-11-21,,,7.4,,137.0
DX__R-070722-s-10H__8F__2022-10-27,R-070722-s-10H,,8F,2022-10-27,,,9.8,,112.0
DX__R-070722-s-11H__9F__2022-11-21,R-070722-s-11H,,9F,2022-11-21,,,14.2,,137.0
DX__R-070722-s-12H__10F__2022-10-27,R-070722-s-12H,,10F,2022-10-27,,,6.9,,112.0
DX__R-070722-s-13H__11D__2022-11-25,R-070722-s-13H,,11D,2022-11-25,,,12.7,,141.0
DX__R-070722-s-14H__12D__2022-11-25,R-070722-s-14H,,12D,2022-11-25,,,9.14,,141.0
DX__R-070722-s-15H__1E__2022-11-25,R-070722-s-15H,,1E,2022-11-25,,,10.0,,141.0
DX__R-070722-s-16H__2D__2022-11-25,R-070722-s-16H,,2D,2022-11-25,,,10.7,,141.0
DX__R-070722-s-17H__3B__2022-11-28,R-070722-s-17H,,3B,2022-11-28,,,15.7,,144.0
DX__R-070722-s-18H__3H__2022-11-28,R-070722-s-18H,,3H,2022-11-28,,,8.77,,144.0
DX__R-070722-s-19H__4G__2022-11-28,R-070722-s-19H,,4G,2022-11-28,,,7.19,,144.0
DX__R-070722-s-20H__2E__2022-11-29,R-070722-s-20H,,2E,2022-11-29,,,6.5,,145.0
DX__R-070722-s-21H__6D__2022-11-28,R-070722-s-21H,,6D,2022-11-28,,,3.46,,144.0
DX__R-070722-s-22H__7C__2022-11-29,R-070722-s-22H,,7C,2022-11-29,,,3.04,,145.0
DX__R-070722-s-23H__8B__2022-11-29,R-070722-s-23H,,8B,2022-11-29,,,7.89,,145.0
DX__R-070722-s-24H__8H__2022-11-29,R-070722-s-24H,,8H,2022-11-29,,,6.07,,145.0
DX__R-140722-s-1I__1F__2022-10-26,R-140722-s-1I,,1F,2022-10-26,,,7.31,,104.0
DX__R-140722-s-2I__2C__2022-10-27,R-140722-s-2I,,2C,2022-10-27,,,12.1,,105.0
DX__R-140722-s-3I__3A__2022-10-26,R-140722-s-3I,,3A,2022-10-26,,,10.0,,104.0
DX__R-140722-s-4I__3G__2022-10-27,R-140722-s-4I,,3G,2022-10-27,,,18.2,,105.0
DX__R-140722-s-5I__4E__2022-10-27,R-140722-s-5I,,4E,2022-10-27,,,19.9,,105.0
DX__R-140722-s-6I__5E__2022-10-31,R-140722-s-6I,,5E,2022-10-31,,,7.42,,109.0
DX__R-070722-s-4H__3F__2022-10-27,R-070722-s-4H,,3F,2022-10-27,,,3.93,,112.0
DX__R-210622-s-18E__3A__2022-11-28,R-210622-s-18E,,3A,2022-11-28,,,,0.121,160.0
DX__R-040722-s-14G__12C__2022-11-25,R-040722-s-14G,,12C,2022-11-25,,,5.21,,144.0
DX__R-210622-s-16E__4A__2022-11-25,R-210622-s-16E,,4A,2022-11-25,,,,0.0,157.0
DX__R-100622-s-7B__2H__2022-10-27,R-100622-s-7B,,2H,2022-10-27,,,,0.0,139.0
DX__R-100622-s-8B__1E__2022-10-31,R-100622-s-8B,,1E,2022-10-31,,,0.052,0.11,143.0
DX__R-100622-s-9B__1A__2022-11-21,R-100622-s-9B,,1A,2022-11-21,,,0.358,,164.0
DX__R-100622-s-10B__1D__2022-10-27,R-100622-s-10B,,1D,2022-10-27,,,0.137,0.58,139.0
DX__R-100622-s-11B__9A__2022-11-21,R-100622-s-11B,,9A,2022-11-21,,,0.116,0.643,164.0
DX__R-100622-s-12B__1G__2022-10-27,R-100622-s-12B,,1G,2022-10-27,,,0.305,,139.0
DX__R-100622-s-13B__3C__2022-11-25,R-100622-s-13B,,3C,2022-11-25,,,,0.0,168.0
DX__R-100622-s-14B__3E__2022-11-25,R-100622-s-14B,,3E,2022-11-25,,,,0.0,168.0
DX__R-100622-s-15B__3F__2022-11-25,R-100622-s-15B,,3F,2022-11-25,,,,0.0,168.0
DX__R-100622-s-16B__1H__2022-11-25,R-100622-s-16B,,1H,2022-11-25,,,0.103,0.479,168.0
DX__R-100622-s-17B__1F__2022-11-28,R-100622-s-17B,,1F,2022-11-28,,,0.054,0.181,171.0
DX__R-100622-s-6B__1D__2022-10-31,R-100622-s-6B,,1D,2022-10-31,,,,0.118,143.0
DX__R-100622-s-18B__2H__2022-11-28,R-100622-s-18B,,2H,2022-11-28,,,,0.133,171.0
DX__R-100622-s-20B__5A__2022-11-29,R-100622-s-20B,,5A,2022-11-29,,,0.166,1.18,172.0
DX__R-100622-s-21B__4F__2022-11-28,R-100622-s-21B,,4F,2022-11-28,,,,0.0,171.0
DX__R-100622-s-22B__4G__2022-11-29,R-100622-s-22B,,4G,2022-11-29,,,,0.0,172.0
DX__R-100622-s-23B__1A__2022-11-29,R-100622-s-23B,,1A,2022-11-29,,,,0.052,172.0
